Name,EPI300_pCC1_ATF1_noAra,EPI300_pCC1_ATF1_iAAl
"4-hydroxy-4-(trifluoromethyl)-2,5-cyclohexadien-1-one",46416.35688,46303.53818
"(4S,6S,1E)-3-(Acetoxymethylene)-6,7-dihydroxy-7,11-dimethyldodeca-1,10-dien-...",107998.1413,22512.10428
Photocitral a ,174572.4907,12945.99628
"N,N'-Dicyclohexyl-N,N'-diisopropyloxomalonamide",32397.76952,70528.86406
"3-(Chloromethyl)-1,1,2,2-tetramethylcyclopropane",120481.4126,107605.2142
6-Iodo-1-octene,78860.5948,504890.1304
3-(o-Anisyl)-3-phenylpropenal,119726.7658,77750.46555
"1,3-Dioxolane, 2-butyl-2-methyl-",466566.9145,517843.5754
"Methane, isocyanato-",461513.0112,2355960.894
Cyanopyrazine,1887271.375,8113.594041
Ethyl amino(phenyl)acetate,2680951.673,41653.63128
(E)-2-Tetradecen-1-ol,71122.67658,150145.2514
5-Propyltetrahydropyran-2-one,57763.94052,72538.17505
"(3R*,5S*,6R*)-3-Isopropyl-6-phenyl-5-(2,6-xylidino)-1,2,4-trioxane",34832.71375,258823.0912
4-Methoxy-1-nonene ,20369.88848,4739992.551
"meso-4,6-Dimethyl-2-(1'-ethoxycarbonylmethylene)-1,3-dioxane",81760.22305,240014.8976
Methyl 3-hydroxy-2-(p-toluenesulfonyloxy)methyl-10-tetrahydropyranyloxydecan...,36120.81784,484590.3166
"2-(1-Propenyl)-2-n-butyl-1,3-oxathiane",42654.27509,563495.3445
5-methyl-5-nitro-2-hexanone ,92308.55019,59381.75047
N-Ethyl-2-isopropoxycarbonylazetidine,35440.52045,16918.06331
Propanoic acid ,3600078.067,1702225.326
"3-Hydroxy-4-methoxybenzaldehyde, TBDMS",14871955.39,841165.7356
1-METHOXYBICYCLO(3.2.1)OCTANE,289726.7658,7173.184358
"6-Methyl-2,6-heptadienal ",167500,116454.3762
"1,1,2,3-tetrmethylcyclobutane",122466.5428,15577.28119
2-(Tetrahydropyran-2-yl)oxy-5-hexen-3-ol,363975.8364,21415.27002
"2,3,4-Trimethyl-2-pentanol",766960.9665,244402.2346
2-Dimethylamino-3-cyano-5-methylhex-4-en-1-nitrile,89780.66914,431210.4283
2-[(1-Ethynyl-1-methyl-2-propenyl)oxy]ethanol,213228.6245,375256.9832
"4-Cyclohexyl-5,5-dimethylcyclohexane-1,3-dione",326615.2416,12664.80447
O-Isopropyl(Z)-S-4-Phenylbut-3-enyl Dithiocarbonate,10420.07435,749037.2439
Dimethyl Sulfoxide,253760.223,532072.6257
"(S)-3,4-Dimethylpentanol",646990.7063,42273.74302
"1,2,4-Triazin-3-amine, 5,6-dimethyl- ",369524.1636,5886.405959
"1-(1,3-Dimethyl-1H-pyrazol-4-yl)ethanone",2713685.874,7003.724395
"Ethanamine, 2-(methylseleno)-",926791.8216,18275.60521
"2-oxa-4-methylene-6-(methylethenylcarbonyloxy)-8-acetoxy-8,12-dimethyl-9,13-...",66672.86245,798262.5698
testosterone 17b-acetate TMS,44940.52045,68188.08194
Methyl 4-trifluoromethyl-3-(2-chlorophenyl)-1H-pyrrole-2-carboxylate,876141.2639,224839.851
"5,5-Dimethyl-1-oxaspiro[5.5]undec-2-ol",17486.98885,15653.63128
"Cycloheptasiloxane, tetradecamethyl-",1985866.171,765344.5065
"Acetic acid, dodecyl ester",14434.94424,74525.13966
"1-Methyl-3,4-diamino-cyclohexane",38102.23048,25402.23464
3-ETHYL-PENTAN-2-OL ,29697.02602,79545.62384
"1-Methyl-1-(2,3-butadienyl)hydrazine",22737.91822,118126.6294
1-Methoxycarbonyl-2-methylimidazole,138529.7398,43102.42086
"(5S,6R)-4,5-Dimethyl-6-phenyl-3,4,5,6-tetrahydro-2H-1,3,4-oxadiazin-2-one",56262.08178,144497.2067
2-Methylpropyl-1-nitrile,48719.33086,17878.95717
"2,3,4-Trimethyl-5-hexen-3-ol",660410.7807,33411.54562
"2-(t-Butyl)-3-pivaloyl-1,3-oxazolidin-5-one",947092.9368,337864.0596
"1-BENZYLOXYMETHYL-1-HYDROXYMETHYL-2,5-CYCLOHEXADIENE",35973.9777,50985.10242
"Benzoic acid, methyl ester",2387676.58,136813.7803
(E)-1-(Hex-2-enyloxy)butan-2-one,57174.72119,72499.0689
1-Deuterio-2-cyclohexenyl acetate,21773.2342,134378.0261
Tetrahydrofurfuryl acrylate,38620.81784,106649.9069
"2,2-Dimethylpropanoic anhydride",40596.65428,31947.85847
3-Ethoxy-2-butanone,359438.6617,1935765.363
"Ethanamine, N-methyl- ",158040.8922,13104.28305
"Heptan-2,3,6-trione",62118.95911,93724.39479
"1-(Methoxyphenyl)-4-phenyl-1,2,4-triazoline-3,5-dione",28643.12268,83664.80447
"Benzene, isocyanato-",79475.83643,8936.685289
4-(1-Methoxy-2-methylpropyl)pyridine,29189.59108,64297.95158
9-Hydroxyinalool,119828.9963,85238.36127
"Pentane, 2-chloro-",602589.2193,148113.594
"1,2,6,8-Tetramethoxy-7-methyldihydrodibenzo[b,f]cyclohepten-5-one",751050.1859,65059.59032
"Propanoic acid, butyl ester",58531.59851,29061.45251
2-Vinylfuran ,764680.2974,61175.04655
"1,3-Benzodioxole",1369771.375,2498141.527
"syn-(1RS,2'SR(E))-2-(3'-Amino-2'-methylpropylidene)cyclohexanol",146656.1338,30204.84171
2-[[4-Bromobut-2(E)-enyl]oxy]tetrahydropyran,32195.16729,103156.4246
"(E)-5,5-Difluoro-4-hydroxy-2-dodecen-6-one",42124.53532,178236.4991
"Ethyl 4-oxo-5,5-dimethylhexanoate ",5918.215613,38284.9162
2-Cyclopropyl-2-methyltetrahydrofuran,20910.78067,70003.72439
"Butanoic acid, 3-methyl-",465607.8067,371486.0335
4-(2'-methyltetrahydrofuran-2'-yl)butanone,10672.86245,25508.37989
"2,3-Dimethyl-2,3-butanediol cyclic carbonate",9150.557621,104044.6927
"Acetic acid, nonyl ester",691189.5911,791439.4786
"1,3-Benzenediol, o-(4-ethylbenzoyl)-o'-(3-methylbenzoyl)-",381434.9442,80783.9851
(+-)-Methyl 1-(1-chloro-2-phenyl-2-oxoethyl)-1H-tetrazole-5-carboxylate,43301.11524,37281.19181
Pent-4-enal,56288.10409,116286.7784
2-Dodecanone,945137.5465,165759.7765
2-Nitro-1-phenylpent-4-ene-1-one,42684.01487,40132.21601
Phenylazomethane-amidoxime,22427.50929,12607.07635
"exo-Tetracyclo[4.4.1.1(2,5).0(7,10)]dodeca-3,8-diene",20460.96654,25612.66294
"3,3a,4,5,6,6a-hexahydro-3a-methoxy-4-methyl-3-(4-nitrophenyl)pyrrolo[2,3-d]-...",62929.36803,520249.5345
"1-Propanol, 3-(methylthio)-",176869.8885,26616.38734
2-Methyl-2-chloro-3-(chloromethyl)butyrolactone,69355.01859,11932.96089
"Carbonic acid, monoamide, N-propyl-, benzyl ester",152773.2342,32288.6406
"N-Perfluorobutylsulfonyl-2,3,5,6-tetramethylaniline",39522.30483,77675.97765
"Cyclohexene, 1-methoxy-",73414.49814,543052.1415
2-(trans-2-Methyl-2-butenoxy)cycloheptene,89451.67286,23836.12663
"1,3,5-Heptatriene, (E,E)-",17665.42751,13715.0838
"2,6-Diisopropylfuran",68527.88104,25322.16015
"spiro[2,3-dihydroxy-1-oxa-5-oxocyclopentane--4,3'-1',2',5',6'-tetramethylbic...",73371.74721,12325.88454
"7-Methoxy-2,3-bis(methoxycarbonyl)-1-(2-chloro-4-pyridyl)-6-(cyclopentyloxy)...",33962.82528,2283551.21
Ethylene glycol monoisobutyl ether,266730.4833,48040.96834
2-Undecanol,422821.5613,21497.2067
N-[(5-Methyl-5-hexenyl)-2-oxy]pyridine-2(1H)-thione,13981.41264,89661.08007
Bis(1-norbornyl)mercury,70228.62454,6862.197393
2-Acetyl-5-methylthiophene,304778.8104,28675.97765
"Cyclooctasiloxane, hexadecamethyl- ",534394.052,1908703.911
"1-D1-1,2,4-TRIAZOLE",122615.2416,125690.8752
"Propanoic acid, hexyl ester",530996.2825,1743761.639
"[1R-(1.alpha.,2.alpha.,6.alpha.)]3,7,7-Trimethylbicyclo[3.1.1]hept-3-ene-2-t...",105420.0743,140007.4488
rac-r-3-Acetoxy-1-(4-methoxybenzyl)-C-5-(2-thiazolyl)-2-pyrrolidinone,11470.26022,1137821.229
1-METHOXY-BUT-2-YNE ,53455.39033,90579.14339
Guanidine carbonate,78784.38662,66562.38361
"3,7-Dioxo-4,8-dioxy-10-ethyl-1-tetradecene",200518.5874,86500.9311
N'-(Iodotetrafluoroethoxytetrafluoroethyl)sulfonyl-N-(diethylamino)cyclopent...,16486.98885,40837.98883
"1,6-Di-O-(Ethoxyethoxy)pseudo-D-arabinopyranose [2,3-Dibenzyloxy-1-(ethoxyet...",252096.6543,126007.4488
"Terbutaline, N-trifluoroacetyl-O,O,o-tris(trimethylsilyl)deriv.",52838.28996,45363.12849
"(R)-2-[3,3,3-D3]methylpropanoic acid",24481.41264,410802.6071
Formamide,71375.46468,21890.13035
"(4E)-2,2,4-Trimethylhex-4-en-3-one",9871.747212,22433.89199
dispiro[3.0.3.3]undecane-9-one,89005.57621,15467.41155
"(2R)-1,2-Dibenzyloxy-5-(1,3-dioxolan-2-yl)pentan-3-one",94947.95539,8893.854749
"2,5-Hexanediol, 2,5-dimethyl-",132920.0743,74389.19926
"5-hydroxy-1,2-pentadiene",20414.49814,120582.8678
1-Chlorooct-2-yl acetate ,28654.27509,335510.2421
"4,5-Dimethylocta-1,7-diene-4,5-diol",28724.90706,2087417.132
(tert-Butylsulfonyl)benzene,16680.2974,16169.45996
"2-Methoxymethyl-5-trimethylstannylpyrrolo[1,2-c]pyrimidin-1(2H)-one",64901.48699,485798.8827
"1,3-Bis(5-t-butylsilicyl)benzene",52561.33829,60381.75047
"3-Buten-2-ol, 4-phenyl-",131035.316,12022.34637
3-Butylisobenzofuran-1(3H)-one,103079.9257,76929.2365
"5-Decen-1-ol, acetate, (E)-",2870639.405,87633059.59
2-Azabicyclo[3.2.1]octan-3-one,1888592.937,165800.7449
"2-Pentyne, 5-methoxy-",20085.50186,25100.55866
"Ethanone, 1-(2,3,4-trimethylphenyl)-",196726.7658,49873.37058
2-OXOPROPIONAMIDE,98936.80297,73467.41155
"Cyclotrisiloxane, hexamethyl-",604284.3866,120216.0149
"Cyclotrisiloxane, hexamethyl- ",599204.461,70275.60521
6-Methylbenzimidazole-2-sulfonic acid,85970.26022,141467.4115
(S)-.alpha.-Isopropyl-.beta.-nitropropanenitrile,126791.8216,26640.5959
2-Methylpropanoic acid,103152.4164,39173.18436
Pentanoic acid,493944.2379,101108.0074
"2- and 4-(Trimethoxyacetoxy)-2,5,5-trimethyl-3-hexanone",84193.30855,192636.8715
"(2,2-Diiodo-1-methoxyethynyl)benzene",66907.0632,32340.78212
4-hydroxy-6-methyl-5-(3-methyl-2-buten-1-yl)-2-pyrrone,93568.77323,46785.8473
(E)-Oct-2-en-4-one,157321.5613,25067.03911
"Benzene, [(cyclohexyloxy)methyl]-",10823.42007,102551.2104
4-amino-2-methylbutanoic acid ,8470.260223,24182.49534
"1-Acetyl-4,5-dihydro-1H-pyrazole",26213.75465,23061.45251
(+-)-2-Octylvinyl carbonate,28535.31599,
(-)-Menthol Benzylsulfonate,68228.62454,
"Cyclopentane, 1-ethyl-2-methyl-",388016.7286,
"2-(2',2'-Dimethyl-1',3'-dioxan-4'-yl)-ethanol",22555.76208,
"6,7-Dimethylquinoxaline",15663.56877,
3-Cyanooct-1-en-4-ol,12087.36059,
Quinoline,66882.89963,
"1,4-Butanediol",329260.223,
"Propane, 2-isocyano-2-methyl-",10921.93309,
cis-3-[(1Z)-Butenyl]-2-vinyltetrahydrofuran,13167.28625,
4-n-Propylindan ,20434.94424,
"Benzenemethanol, 4-methyl-",1968009.294,
"Methane, dimethoxy-",98395.91078,
N-(2'-Phenyl-4'-penten-1'-oxy)-4-(p-methoxyphenyl)thiazole-2(3H)-thione,35130.11152,
"Tetradecanoic acid, ethyl ester",1651598.513,
"Butanoic acid, 2-methylcyclohexyl ester, cis-",172771.3755,
Ethyl 9-tetradecenoate,1974425.651,
"1,3-dihydro-1-(p-nitrostyryl)isobenzofuran",146830.855,
P-HYDROXYPHENYL ETHANEDIOL 3TMS,785291.8216,
TETRACOSAMETHYLCYCLODODECASILOXANE ,998574.3494,
2-Pentadecanol,763886.6171,
"Cyclononasiloxane, octadecamethyl-",483520.4461,
Methyl threo-16-acetoxy-9(10)-iodo-10(9)-nitratohexadecanoate,21708.17844,
"2,7-Epoxymegastigma-4,8(Z)-diene",112230.4833,
"diethyl 2,6-dimethyl-4-(3-pyridazinyl)-1,4-dihydropyridine-3,5-dicarboxylate",33152.41636,
"Cyclononasiloxane, octadecamethyl- ",319130.1115,
10-Undecen-1-ol,231174.7212,
5-Acetyl-2-methylpyridine,165537.1747,
"Propanoic acid, 3-(trimethylsilyl)-, methyl ester",41927.50929,
2-Heptadecanone,98513.01115,
"2-[1-(Methoxycarbonyl)azoethylidene]-5,6-dihydroimidazo[2,1-b]thiazol-3(2H)-one",3566.914498,
1-Dotriacontanol,22197.02602,
3-(1-Benzimidazolyl)quinoline ,13739.77695,
4-Quinolinol ,24799.25651,
"2,6-Octadien-1-ol, 3,7-dimethyl-, formate, (Z)-",138537.1747,
"Ethanol, 2-(3,3-dimethylcyclohexylidene)-",274332.7138,
"(R)-4-Methyl-6-(phenylmethoxy)hexane-1,4-diol",19868.02974,
3-Quinolinecarbonitrile,417375.4647,
(2-(Hydroxymethyl)-3-allyl)trimethylsilane,73098.51301,
cis-2-[Bis(4-bromophenyl)methyl]-N-[3-(4-methoxyphenyl)methyl]-1-azabicyclo[...,93217.47212,
"5,6-Dihydrobenzo[c]phenanthridin-6-one",108276.9517,
cis-2-Carbomethoxy-4-[(1-chloro-1-methyl)ethyl]terahydrofuran,125788.1041,
"1-Benzyloxy-2,6-dimethyl-8-(tetrahydropyran-2-yloxy)-(2E,6E)-2-octadiene",3291.821561,
"1,3-Benzenediol, o-(2-furoyl)-o'-(2-methoxybenzoyl)-",58994.42379,
"4,7-Bis(trimethylsilyl)-4,7-dihydro[2.2]paracyclophane",47650.55762,
"2-Methyl-2-(methylaminomethyl)propane-1,3-diol",43161.71004,
"Benzonitrile, 4-(chloromethyl)-; 3-Cyanobenzylchloride; 4-(Chloromethyl)benzonitrile #",71238050.19,
4-Quinolinecarboxaldehyde,72858.73606,
N-formyl-2-aminobenzaldehyde,22977.69517,
"10-Octadecenoic acid, methyl ester",100711.8959,
"1-aza-3-oxa-2,4,4-triphenyl-cyclopent-1-ene",15364.31227,
3-Methylene-4-methylpentan-1-ol ,35399.62825,
"1-(but-2'-ynoyl)-3,5-dimethylpyrazole",9631.97026,
"1-[1-(Toluene-4-sulfonyl)-4,5-dihydro-1H-pyrrol-2-yl]but-2-en-1-one",55061.33829,
"3,5-Bis(trifluoromethyl)phenyl 1-phenylpropyl Sulfone",46098.51301,
"Phthalic acid, cyclobutyl isobutyl ester",73529.73978,
2-Ethyl-1-butyl methylphosphonofluoridate,76579.92565,
1-Methyl-1H-6-methoxybenzotriazole,15325.27881,
"5-methoxy-1,2,3-trimethylbenzene ",188011.1524,
"Benzoic acid, 2,5-bis(trimethylsiloxy)-, trimethylsilyl ester",56745.35316,
4-Ethylbenzoic acid,97908.92193,
6-n-Butyltetrahydropyran-2-one,21767.65799,
Tetradecanoic acid,176905.2045,
"Phthalic acid, butyl cyclobutyl ester",98704.46097,
"2-Propenoic acid, 2-methyl-, methyl ester",11589.21933,
4-Vinylbenzoic acid ,114315.9851,
3-azido-2-hydroxy-N-(4-nitrophenyl)propane-1-sulfonamide,20221.18959,
"(4aR*,7aR*)-3,4a,7,7a-Tetrahydro-3,3-dimethyl-6,7-diphenyl-7-oxacycxclopenta...",17416.35688,
"1H-Indole, 2,3-dihydro-4-methyl-",104546.4684,
