Name,EPI300_pCC1_ATF1_noAra,EPI300_pCC1_ATF1_iAAL
"exo-Tetracyclo[4.4.1.1(2,5).0(7,10)]dodeca-3,8-diene",20461,
Formamide,71375,
"Formic acid, 2-methylpropyl ester",446517,
"Furan, 2,3-dihydro-4-methyl-",394574,
"Furan, tetrahydro-2,2,5,5-tetramethyl-",4644296,
Guanidine carbonate,78784,
"Heptan-2,3,6-trione",62119,
"Heptane, 4-methyl-",1026299,
"Hexanoic acid, 5-oxo-, methyl ester",241028,
"Hydrazine, 1,1-dimethyl-",979481,
Hydrazino(3-phenylsydnon-4-yl)methanone oxime,17751,
"Isopropyl 3,7,11-trimethyl-11-methoxy-2-.xi.-dodecenoate",86526,
"Isopropyl O-(isobutoxycarbonyl)-2,3,4-trideoxy-4-methyl-.alpha.-D-erythro-he...",1104952,
"meso-4,6-Dimethyl-2-(1'-ethoxycarbonylmethylene)-1,3-dioxane",81760,
"Methane, dimethoxy-",98396,
"Methane, isocyanato-",461513,
Methoxycyclopentaneacetonitrile,72377,
"Methyl (2RS,3SR,4RS)-2-phenyl-4-(phenylseleno)tetrahydro-3-furancarboxylate",28143,
Methyl (E)-4-Hydroxy-6-methoxy-2-hexenoate,40335,
Methyl 2-Butenyl Ether,50004,
Methyl 3-hydroxy-2-(p-toluenesulfonyloxy)methyl-10-tetrahydropyranyloxydecan...,36121,
Methyl 4-trifluoromethyl-3-(2-chlorophenyl)-1H-pyrrole-2-carboxylate,876141,
Methyl ester of 3-methyl-1-phenylpyrazole-4-carboxylic acid,11409,
Methyl ester of cis-2-Chlormethyl-tetrahydrofuran-3-carboxylic acid,45688,
methyl hydroxycarbamoyldiazirine-3-carboxylate,179089,
Methyl Isobutyl Ketone,2266344,
methyl monoterpenyl succinate,9266,
Methyl propargyl ether,359214,
Methyl threo-16-acetoxy-9(10)-iodo-10(9)-nitratohexadecanoate,21708,
Methylene chloride,327203,
N'-(Iodotetrafluoroethoxytetrafluoroethyl)sulfonyl-N-(diethylamino)cyclopent...,16487,
"N,N'-Dicyclohexyl-N,N'-diisopropyloxomalonamide",32398,
"N,N-diethyl-2-(2-(2-phenylethylcarbonyl)phenoxy)ethamine",10597,
"N,N-Diethyl-3-(2-pyridyl)-3-oxo-propionamide",3414,
"N,N-Dimethyl-2,2-bis(1'-naphthyl)acetamide",141645,
"N-(1'-Ethyl-4'-piperidinyl)-2-methoxy-5-[N-methyl-N-(4""-toluenesulfonyl)amin...",153649,
N-(2'-Phenyl-4'-penten-1'-oxy)-4-(p-methoxyphenyl)thiazole-2(3H)-thione,35130,
N-(But-2-enoyl)prop-2-enamide,294900,
"N-(Tosylmethyl)-2,2-dimethylpropanamide",212771,
N-[(5-Methyl-5-hexenyl)-2-oxy]pyridine-2(1H)-thione,13981,
"N-[(5R)-10,10-Dimethyl-3,3-dioxo-3-thia-4-azatricyclo[5.2.1.0(1,5)]dec-4-yl]...",36257,
"N-Allyl-N,N-dimethylamine",4101266,
N-Allylacetamide,13691,
N-Ethyl-2-isopropoxycarbonylazetidine,35441,
N-formyl-2-aminobenzaldehyde,22978,
N-Methoxy-N-methylpropionamide,38450,
N-Methyl-2-isopropoxycarbonylazetidine,89368,
"N-Perfluorobutylsulfonyl-2,3,5,6-tetramethylaniline",39522,
Neopentyl 2-hydroxybutanoate,831682,
O-Isopropyl(Z)-S-4-Phenylbut-3-enyl Dithiocarbonate,10420,
"Octa-1,3,7-triene-3,4-oxide",867861,
Octyl Trifluoromethylsulfoxide,99284,
P-HYDROXYPHENYL ETHANEDIOL 3TMS,785292,
Pent-4-enal,56288,
"Pentane, 1-propoxy-",227972,
"Pentane, 2-chloro-",602589,
"Pentane, 3,3-dimethyl-",217292,
Pentanoic acid,493944,
Phenylazomethane-amidoxime,22428,
Phosphorus trifluoride,15556,
"Phthalic acid, butyl cyclobutyl ester",98704,
"Phthalic acid, cyclobutyl isobutyl ester",73530,
"Piperidine, 1-acetyl-",126888,
"Propanal, 2-methyl-",249978,
"Propane, 2-isocyano-2-methyl-",10922,
"Propanoic acid, 2-methylpropyl ester",162154,
"Propanoic acid, 3-(trimethylsilyl)-, methyl ester",41928,
"Propanoic acid, butyl ester",58532,
"Propanoic acid, hexyl ester",530996,
Propyl pyruvate,473113,
"Pyrazine, 2-ethyl-6-methyl-",692970,
Quinoline,66883,
rac-r-3-Acetoxy-1-(4-methoxybenzyl)-C-5-(2-thiazolyl)-2-pyrrolidinone,11470,
"spiro[2,3-dihydroxy-1-oxa-5-oxocyclopentane--4,3'-1',2',5',6'-tetramethylbic...",73372,
"syn-(1RS,2'SR(E))-2-(3'-Amino-2'-methylpropylidene)cyclohexanol",146656,
t-Butyl .alpha.-(Dibromomethylidenamino)-.alpha.-cyano-.beta.-phenylpropanoate,16779,
t-Butyl .alpha.-Cyano-.alpha.-(formylamido)-.beta.-(p-methylphenyl)propanoate,24617,
t-Butyl 2-methylsuccinate,182935,
"Terbutaline, N-trifluoroacetyl-O,O,o-tris(trimethylsilyl)deriv.",52838,
testosterone 17b-acetate TMS,44941,
Tetradecanoic acid,176905,
"Tetradecanoic acid, ethyl ester",1651599,
Tetraethyleneglycol diglycidyl ether,82309,
Tetrahydrofurfuryl acrylate,38621,
Toluene,12076480,
"trans-1,4-Diacetoxy-2-butene",1237032,
"trans-3-Hexene-2,5-dione",480184,
trans-isopropyl(phenyl-seleno)sulfine,2215530,
"tricyclo[4.3.2.0(1,6)]undeca-2,4-diene",33457,
"Trisulfide, dimethyl",7562310,
Vinyl N-cyclohexylcarbamate,261463,
"(+)-(1R,2R,3R,4S)-1,4-Tetrapyranyl-2,3-O-isopropylidenecyclohex-5-ene-1,2,3,...",,61937
"(+,-)-6,7,8,14-tetradehydro-4,5.alpha.-epoxy-3,6-dimethoxymorphinan-17-carbo...",,2068479
(+-)-2-Acetylaminopentyl acetate,,79415
(-)-1-methyl-2-norcaranone,,125691
"(1R*,4S*,7S*)-7-Ethanoyl-3,3-dimethoxy-5-(2,5-dioxacyclopentyl)bicyclo[2.2.2...",,45363
"(1R,2R)-2-Aminomethyl-2-hydroxy-1,7,7-trimethylbicyclo[2.2.1]heptane",,68125
"(1R,2S,Sp)-N-(2-Iodoferrocenylmethyl)-N-methyl-1-methoxy-1-cyclohexylprop-2-...",,32289
"(1RS,5SR)-2,2,5-trimethylcyclopentane-1-carbaldehyde",,118752
"(1S,2S,6R)-6,8-Dimethyl-6-methoxytricyclo[3.3.0.0(2,8)]octan-3-one",,33412
"(2,2-Dimethyl-6-hepten-3-yl)benzenesulfenic Acid O-ester",,35171
"(2E)-1-O-Acetyl-3,7-dimethyl-2-octen-1-ol 6,7-epoxide",,12022
"(2R,4S,5R)-2-(.alpha.-Diazobenzyl)-3,4-dimethyl-2-oxo-5-phenyl-1,3-2.lamda.(...",,25508
"(2R,4S,5R)-2-Iodomethyl-5-methyl-4-hydroxytetrahydrofuran",,162916
"(2R,5R)-2-Isopropenyl-6-methylspiro[4.5]dec-7-en-6-ol",,8114
"(2S*,3R*,4S*,5S*)-3-[(S)-(2'-Methoxy-2'-phenylacetoxy)]-4-ethyltricyclo[4.2....",,841166
"(2S,3R,4E)-2-Aminoctadec-4-ene-1,3-diol [D-erythreo-Shingosine]",,244402
"(2S,3S,5R)-3-[Dimethyl(phenyl)silyl]-1-ethoxycarbonyl-2-benzyl-5-nonylpyrrol...",,26616
"(3R*,4S*)-2-(2-tert-Butyl-4-methyl-3-phenyl-1,2-oxazetidin-4-yl)-4,4-dimethy...",,218436
"(4-Methyl-2-oxo-1,3-dioxol-4-en-5-yl)methyl 4-Nitrophenyl Carbonate",,23836
"(4E)-2,7-Dimethyl-4-octene-3,6-dione",,109818
"(4E,7S)-7-Methoxy-1-tetrahydropyranyloxy-4-dodecene",,20436
"(4R)-1,3-Thiazolidine-4-carboxylic acid",,8862
"(4R,6S)-2-Hydroxy-4,6-dimethyltetrahydropyran",,99125
"(5S)-[(1S)-1,2-Dibenzyloxyethyl]-1-pyrroline N-oxide",,30205
"(6-Methyl-1,4-dioxaspiro[4,5]decan-6-yl)methanol",,7173
(Dimethylamino)ethyl methacrylate,,243207
(E)-1-Benzenesulfonyl-3-methyl-4-bromo-2-butene,,14670
(E)-1-butyl-2-butenyl Vinyl Ether,,185579
(E)-2-(1-Hydroxy-1-methylethyl)-2-(methylthio)thiolane 1-oxide,,21415
"(E)-2-(2-Methylpropylidene)-5,5-dimethylcyclopentanol",,55678
"(E)-3-Isobutylidenehexane-2,5-dione",,149661
(E)-7-Dodecen-1-ol,,66562
"(E)-8-Bromoocta-1,5-dien-3-ol",,6495
(R)-(+)-4-Iodo[2.2]paracyclophane,,94048
"(R*,R*)-1,2-Cyclohexanedimethanol",,41235
(S)-1-(2-Methoxyethyl)-3-aminopyrrolidine,,106650
(S)-4-Hydroxypent-2-enal,,73702
"(S)-N-(2-Acetoxypropionyl)bornane-10,2-sultam",,68367
(tosyloxy)methyl 2-pyridinyl ketone,,7004
"(Z)-2,6,6-Trimethyl-.alpha.-(1-propenyl)-2-cyclohexane-1-methanol",,55410
(Z)-4-Hyroxy-2-butenamide,,24940
.alpha.-(2-Amino-5-methoxy-3-methoxymethoxy-4-methylphenyl)-.alpha.-methylth...,,116287
".alpha.-d-Mannofuranose, cyclic 2,3:5,6-bis(ethylboronate)",,33713
".beta.-1,5-anhydro-2,3,4,6-tetra-O-methyl-1-C-phenyl-D-glucitol",,68266
.epsilon.-Methyl-.epsilon.-caprolactone,,570950
"1,1,1,3,5,7,9,11,11,11-Decamethyl-5-(trimethylsiloxy)hexasiloxane",,543052
"1,1-(Ethylenedioxy)-3-hydroxy-5-(methoxymethyl)-5-methylcycloheptane",,16184
"1,1-Bis(methylseleno)-3-phenyl-2-propene",,351281
"1,1-Dimethylethyl hexanoate",,23905
"1,1-Ethanediol, diacetate",,136814
"1,3,2-Dioxaborolan-4-one, 2-ethyl-5-methyl-",,436683
"1,3-Benzenediol, O,O'-di(2-methylbenzoyl)-",,77750
"1,3-Dimethyl-3-propylazetidine-2,4-dione",,303961
"1,3-Dioxane-2-propanol, 2-methyl-",,22294
"1,3-DIPHENYL-1,3,5,5-TETRAMETHYL-CYCLOTRISILOXANE",,40838
"1,3-Diphenyl-1-((trimethylsilyl)oxy)-1(E)-heptene",,15577
"1,4-Bis[2-[2-(dimethylamino)etoxy]ethenyl]benzene",,4011
"1,4-Dioxane-2,5-dione, 3,6-dimethyl-",,1146354
"1,5-di[O-Acetyl]-2,3,4-tris(O-methyl)-xylitol",,13104
"1,5-Heptadiene, 2,6-dimethyl-",,120583
"1,8a-Epoxy-1,2,3,4,4a,5,6,7,8,8a-decahydro-1,4a-dimethylnaphthalen-2-ol",,74525
1-(2'-Methylphenyl)-1-pentene,,12326
1-(2-Aminophenyl)ethanone oxime,,34376
1-(2-Thienyl)ethyl p-tolylsulfone,,14454
"1-(5-Methoxy-2,3-dihydro-1H-inden-1-yl)-3-hydroxypropan-1-one",,103156
1-(bistrifluoromethylamino-oxy)-1-methylcyclohexane,,130885
"1-[(1-Methoxy-d(3)-2-methyl-1-propenyl)oxy]-1-(1,1-dimethylethyl-d(9))silacy...",,24747
1-Acetyl-3-pentylbicyclo[1.1.1]pentane,,157989
"1-Acetyl-4-(1,1-dimethyl-2-oxopropyl)cyclopentene",,14235
1-allylcyclopropanemethanol,,244184
1-Amino-1-ortho-chlorophenyl-2-(2-quinoxalinyl)ethene,,72538
1-Bromo-2-azido-2-methylcyclohexane,,71564
"1-Butene, 2,3-dimethyl-",,70056
1-Cyclopentyl-3-acetoxypropan-1-one,,165873
1-Hexadecyne,,126007
1-Hexanol,,427546
"1-Hexanol, 4-methyl-",,219318
"1-Hexene, 3,4-dimethyl-",,1069767
1-Isoquinolinecarbonitrile,,485799
1-Isothiocyanato-3-(methylthio)propane,,12140
"1-Methoxy-1,2-dimethylcyclobutane",,72050
1-METHOXY-1-(TRICHLORMETHYL)CYCLOPENTANE,,16659
1-methoxy-1-aryl-2-propanones,,19264
1-methoxypentadecan-3-one,,187966
1-Methyl-5-nitro-4-phenylsulfonylimidazole,,140007
"1-Methyl-6,8-dioxabicyclo[3.2.1]octane",,28505
1-Methylcyclopropanecarbaldoxime,,13715
"1-oxa-2-methyl-2-((1,4-dioxacyclohex-2-yl)methyl)cyclobutane",,144825
"1-Pentene, 4,4-dimethyl-",,801931
"1-Propanone, 1-phenyl-3-[2-(phenylmethoxy)phenyl]-",,228818
"1-Undecene, 4-methyl-",,798263
"1H-1,2,4-Triazole-3,5-dicarbaldehyde",,21890
"1H-Pyrazole, 4,5-dihydro-3-methyl-",,490553
"1h-pyrrole-3,4-dicarbonitrile,2,3-dihydro-5-methyl-",,8346
"2,2'-Bi-1,3-dioxolane",,548447
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",,520250
"2,2,6,6-Tetramethylheptane",,41654
"2,2-dichloro-1,1,1-trifluro-4-phenyl-3-pentanol",,78039
"2,2-Dimethyl-5-(3-methyl-2,2-pentamethylenehexahydropyrimidin-1-ylmethylene)...",,73713
"2,3,3a,4,7,7a-Hexahydro-1H-benzimidazol-2-one",,12946
"2,3-bis(Methylamino)butanedinitrile",,240015
"2,3-dihydroxypyrazine",,68188
"2,3-Pyridinedicarboxylic acid",,59385
"2,4,6-Cycloheptatrien-1-one, 2-hydroxy-",,1702225
"2,4-dimethyl-4-formyl-2-butenolide",,504890
"2,4-DIONE-1,3-BENZODIOXAN",,46786
"2,4-Pentanedione, ion(1-), lithium",,3651101
"2,5-Pyrrolidinedione, 1-methyl-",,193011
"2,7-Octanedione",,2778536
"2,9-(2,2-Dimethylmethanepoxy)-1,6-dimethylbicyclo[4.4.0]decane",,54922
2-(2-Methyl-3-oxobutyl)octanal,,16169
"2-(3'-bromo-1'-methylpropyl)-1,3-dioxolane",,55864
"2-(3'-cyanobutyl)-1H-isoindole-1,3(2H)-dione",,28676
2-[(3-Butynyl)oxy]tetrahydro-2H-pyran,,6402
2-[1-(1-Methylallyloxy)but-3-enyl]furan,,267777
2-acetamidoethanethiol,,325709
2-Acetonyl-2-hexyl-3-decenal,,30467
2-Amino-5-fluoropyridine,,107605
"2-Benzoyloxy-1,2-bis(4-nitrophenyl)ethanone",,141467
"2-Butanone, 3-hydroxy-",,6772566
"2-Butanone, 3-methyl-",,5941091
2-Chloro-2-fluoro-4-methyl-3-pentanone,,68987
"2-Chloro-3-hydroxy-2,4,4-trimethylcyclobutanone",,229652
"2-Cyclopropyl-3,3-dimethylbutanoic Acid",,45153
2-Ethoxy-2-methylpentane,,1510754
2-Ethylhexyl methacrylate,,1354477
"2-Ethylthiolane, S,S-dioxide",,375257
2-Fluoro-1-(2-thienyl)ethan-1-one,,107678
"2-Fluoro-5-trifluoromethylbenzoic acid, propyl ester",,70004
"2-Fluorobenzoic acid, 4-nitrophenyl ester",,270842
"2-Heptanol, 2-methyl-",,454259
"2-Heptanone, 4,6-dimethyl-",,5186276
2-Hexanone,,834601
"2-Hydroxy-2,4-dimethyl-3-pentanone",,734469
"2-Hydroxy-3,5-dimethylcyclopent-2-en-1-one",,795449
2-Iodo-4-methylphenyl 1-allyl-2-methyl-2-cyclopentenecarboxylate,,483682
2-keto-butyric-acid,,8937
2-Methoxy-5-methylphenol,,2822406
2-Methylhept-6-en-3-one,,1220076
2-Methylthiazole,,19596
"2-N,N-diethyl-ethylenediamino-4-fluoropyrimidine",,117525
"2-oxo-6-(dimethyl-t-butyl-siloxy)-3,5-methyleneoxy-bicyclo[2.2.1]heptane",,16918
"2-Pentanone, 3-methyl-",,266993
2-Phenyl-2-isothiocyanatopropane,,55533
2-Phenylpropyl 2-phenylpropionate,,70529
"2-Propanamine, 2-methyl-",,796181
2-Propanone,,339624
2-Propyn-1-ol,,74775
"2-Pyridinecarboxylic acid, methyl ester",,5797
"2-tert-butoxy-3-methyl-5-(trimethylsilyl)cyclohexa-2,5-diene-1,4-dione",,15654
2-tert-Butoxytetrahydrofuran,,2519108
"2-Trifluoromethylbenzoic acid, 6-ethyl-3-octyl ester",,70276
"2H-Pyran-2-methanol, tetrahydro-",,242417
"2H-Tetrazole, 2,5-dimethyl-",,431210
"3(R)-fluoro-4-methyl-1,4-pentanediol",,359555
"3,3-Diethoxy-1-propyne",,1988968
"3,4-(Methylenedioxy)toluene",,53946
"3,4-Dihydroxyphenylglycol, 4TMS derivative",,90579
"3,4-dimethylfuran",,299803
"3,4-hexanedione",,72318
"3,5-Cycloheptadienone oxime",,195488
"3-(1,1-Dimethylethyl)-5-(3,3-dimethyl-2-oxobutyl)-5-methyl-2-isoxazoline",,144497
3-(1-methylcyclohex-1-yl)-4-hydroxy-2(5H)-furanone,,143894
"3-(1-phenylthio-2-hydroxy-butyl)-5-phenyl4,5-dihydroisoxazole",,19469
3-(4-Nitrophenyl)quinazolin-4(3H)-one,,151670
"3-(Diphenylarsanyl)-2,3,4,4,5-pentaethyl-1,2,5-oxadiborolane",,21497
"3-(ethoxymethyl)-3,4,4-trimethyl-1,2-dioxetane",,196002
3-(Methoxymethyl)-2-methyl-1-naphthonitrile,,1203047
"3-Buten-2-one, 3-methyl-",,49873
"3-Butenoic acid, 2,2-dimethyl-",,22512
3-Ethyl-2-oxotetrahydrofuran,,99691
"3-ethyl-4,4-difluoro-3-hydroxy-5-undecanone",,25402
3-Ethyl-4-methyl-3-heptanol,,572845
3-Ethyl-5-methyl-5-hexen-3-ol,,49449
"3-Formyl-N-methyl-9-[phenylethynyl]dibenzo[2,3-a : 5,6-a'] (1,4)-thiazine",,4739993
3-Hydroxy-4-(3-methybut-2-enyl)oxybutanoic acid,,35682
3-Isopropyl-3-borabicyclo[3.3.1]non-6-ene,,32341
3-Isopropylpyrrolidin-2-one,,1061279
3-methyl-2-butenyl phenacyl ether[(prenyloxy)aceto-phenone],,34071
3-Methylbenzyl alcohol,,2283551
"3-Methylene-3,4-dihydrocoumarin",,6862
"3-Oxo-1,3-dihydro-1-isobenzofuranyl crotonate",,37281
"3-Pentanol, 2,3,4-trimethyl-",,381531
3-Penten-2-one,,58235
3-Phenyl-3-m-tolylpropylamine,,25322
3-t-Butoxycyclobutenone,,40132
3-t-Pentylcyclopentanone,,118127
3Z-3'S-gamma.-IRONE,,31948
"4,4-Dimethylpent-2-enal",,1020492
"4,5-Diacetoxy-3-isopropylpentanal",,159888
"4,5-diazatricyclo[4.3.0.0(3,7)]non-4-en-8-one",,80555
"4,7-Dihydro-4,7-methanoisobenzofuran",,85238
4-(1-Ethoxyethoxy)-4-methyl-2-pentanone,,59382
"4-(2',4'-dimethoxy-6'-propylbenzoyloxy)-2-hydroxy-6-pentylbenzoic acid",,33709860
"4-(3-Butyltetrahydro-2-furyl)-1,3-oxazolidin-2-one",,6737
4-(benzoyloxy)-2H-pyran-3-one,,8028
"4-(Phenylthio)-2,4-dimethyl-2-pentene",,71812
4-Bromo-5-azidooctane,,46304
"4-Hexen-1-ol, 2-ethenyl-2,5-dimethyl-",,335510
4-Hydroxyvaleric acid,,41857
"4-Methyl-1-(2',4',5'-trimethylphenyl)pentan-1-one",,60382
5'-O-Butyryl-.alpha.-thymidine,,62564
"5,12-Dicyano-7,14-dimethyl-7,14-diaza-2,9-dioxatricyclo[8.4.0.0(3,8)]tetrade...",,25613
5-(tert-Butoxycarbonyloxy)-2-(1-buten-3-yl)phenol,,15467
"5-Amino-2-phenyl-4-[4'-(N,N-dimethylamino)phenyl]-7-(pyrrolidin-1'-yl)-1,6-n...",,287670
"5-Chloro-6,6,6-trifluoro-2,2-dimethyl-4-hexen-3-one",,629266
5-ethyl-2-phenyloxazole-4-carboxylic acid,,101108
"5-isopropyl-1,3,6-cyclooctatriene",,24182
5-Isopropyl-2-methylpyrrole-3-carbonitrile,,65060
5-{Ethoxycarbonyl}-N(1)-[2'-(N,,114955
"6,7-Dimethoxy-2-methyl-3,4-dihydro[1-D]isoquinolinium ion",,371486
"6-(2,3-Dimethylpropyl)-2,5-dimethylpyrazine",,116454
"6-(Benzyloxy)-1,2,3,4-tetrahydro-1-(p-hydroxyphenethyl)-7-methoxy-2-methyl-i...",,3789171
6-Deuterio-3-ethyl-5-methylidenehexane-3-ol,,181203
"6-Ethyl-5,6-dihydrouracil",,83665
"7,7-Dimethyl-6-phenyl-2,4,5-octatriene",,14076
"7,7-Dimethylnorborn-5-en-2-one",,203052
"7-(R,S)-Hexyloxepan-2-one",,32439
"7-METHYL-3-TRIFLUOROMETHYLOCTA-1,6-DIEN-3-OL",,107395
"8-(R,S)-Hexyloxocan-2-one",,146620
"9,10-dihydro-9-tert-butyoxy-10-[.gamma.-(spirobutyro-.gamma.-lactone)anthracene",,1785998
"9-(2',3'-dideoxy-.beta.-D-glucopyranosyl)-adenine",,114270
"9-Octadecenoic acid, ethyl ester",,165801
[(N-1-Chloroprop-2-en-2-yl)aminomethyl]benzene,,29061
"[1-13C,18O]-Glycerol",,9376
"Acetic acid, butyl ester",,663618
"Acetic acid, decyl ester",,749037
"Acetic acid, phenylmethyl ester",,224840
acetonyl decyl ether,,41399
"Acetophenone, 4'-amino-",,410803
Acetylacetone,,1178048
Allyl 2-methylbutyrate,,296588
Benzaldehyde,,3595110
"Benzaldehyde, 3-ethyl-",,532073
"Benzene, 1,3-bis(1,1-dimethylethyl)-",,6138164
"Benzene, 1-(1,1-dimethylethoxy)-3-methyl-",,93724
"Benzofuran, 2-methyl-",,104045
"Benzoic acid, 4-methyl-",,73467
"Benzonitrile, 4-ethenyl-",,77676
"Bicyclo[3.2.0]hepta-2,6-diene",,8416155
Bicyclo[6.1.0]non-1( 8)-en-9-one,,44274
"Bis[1,2;4,5-Di-O-Isopropylidene-3-C-hydroxy-.beta.,D-psicopyranose]methane",,246097
"Bis[6-(4-methylanilinomethyl)-1,2,4-triazolo[3,4-b]-1,3,4-thiadiazol-3-yl)et...",,152955
"Butanenitrile, 2-hydroxy-3-methyl-",,870607
Butanoic acid,,258823
"Carbonic acid, butyl 3,4-dimethylphenyl ester",,86501
"cis-1,2-Di(1-methylethyl)cyclopropane",,150145
cis-1-Cyclopropyl-3-methyl-1-butene,,67562
"cis-2-Bromomethyl-5-tert-butyl-1,3-dioxane",,43864
"cis-3,4,5-Trimethoxy-7-phenyl-8-trimethylsilyl-7-trimethylsilyloxybicyclo[4....",,220073
"cis-4-Methylcyclohex-3-ene-1,2-diol",,199926
"cis-5-Methoxy-6-methyl-1,4-dioxepane",,11933
"Cyclobutane, 1,1,2,3,3-pentamethyl-",,484590
"Cyclobutanone, 2,3,3-trimethyl-",,67590
"Cyclohexane, 1,2-dimethyl-, cis-",,1935765
Cyclooctylhydroperoxide,,207845
Di(N-piperidinyl)methane,,1037259
"dimethyl 2,4a-dihydro-5-methyl-4a-(1-propenyl)-5H-pyridazino[4,5-b]indole-1,...",,10963
"Dimethyl 2-hydroxy-3-methylbutane-1,4-dioate",,34223
"endo-8,8,9-Trimethyl-1,10-diazatetracyclo[7.3.0.2(2,6).0(3,5)]dodeca-9,11-diene",,93138
"Ethanol, 2,2'-oxybis-",,89661
Ethyl 4-(ethyloxy)-2-oxobut-3-enoate,,39173
Ethyl phenoxyacetate,,17879
Ethyl vinyl sulfone,,56073
Exo-2-acetamido-7-iodobicyclo[2.2.1]heptane,,18324
Fumaronitrile,,1207453
"Heptane, 3-ethyl-2-methyl-",,406782
"Heptasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13-tetradecamethyl-",,1137821
Hexanoic acid,,791439
"Hexanoic acid, methyl ester",,724579
Imidazolidin-2-ylidenenitrosoamine,,24052
Isobutyl acetate,,443940
Isobutyl formate,,321024
isobutyrylcarnitine oxylactone,,23723
L-Proline,,213750
Luteinone - Hydroxy Derivative,,765345
meso-Diaminopimelic acid,,80784
"Methane, sulfinylbis-",,170101
"Methyl (1R,4R)-2-Formyl-1-hydroxy-4-methyl-2-cyclopentenecarboxylate",,55737
Methyl (2-exo-isobutyryl)bicyclo[2.2.1]hept-5-ene-3-exo-thiocarboxylate,,8648
"Methyl (2R)-2-[(tert-Butoxy)carbonylamino]-5,5-dimethyl-5-silahexanoate",,12665
"Methyl (2RS,5R,6R,1'RS,2'S)-2-(1'-Acetoxy-2'-tetrahydropyranyloxyprop-1'-yl)...",,9898
Methyl (N-benzyloxy)suberoylamide,,71088
methyl 1-hydroxycyclopentane-1-carboxylate,,161438
Methyl 2-benzyl-4-(methylsulfanyl)-3-butenoate,,24555
"Methyl 2-chloro-4-[(5,6,7,8-tetrahydro-5,5,8,8-tetramethyl-2-quinoxalinyl)ca...",,79546
"Methyl 3,4-O-Isopropylidene-(-)-Shikimate",,259171
Methyl 3-((aminocarbonyl)amino)-2-cyano-3-phenylpropenoate,,8894
"Methyl 3-(1.alpha.-hydroxyethyl)-1,2,3,4,6,7,12,12b-octahydroindolo[2,3-a]qu...",,165760
Methyl 7-oxohexahydro-8A(1H)-indolizidinecarboxylate,,25890
"Methyl ester of 2S-(1,2,3,4,4a,5,6,7,8,8a.alpha.-Decahydro-1.alpha.,5.beta.-...",,11428
Methyl N-[(4'-hydroxyphenyl)acetyl]fumarate-amide,,99060
Methyl p-(2-hydroxyethyl)benzyl sulfoxide,,25101
Myristoleic acid,,1743762
"N,N,N',N'-Tetracyclohexyloxomalonamide",,4929
"N-(1,1,3,3-Tetramethylbutyl)bis(trifluoromethyl)sulfin-imide",,37581
N-1-(2-AZIDO-2-METHYLPROPYLIDENE)T-BUTYLAMINE,,337864
"N-[(2E),(1S)-1-(3-Methylpropyl)hexa-2,5-dienyl](tert-butoxy)carboxamide",,61175
"N-[(2E),(1S)-1-(Methylethyl)-5-oxohex-2-enyl](tert-butoxy)carboxamide",,36631
N-Acetyl-acetamide,,104182
N-Allyl-N'-[(3-dimethylamino)propyl]thiourea,,11164
n-Butyl ether,,141022
N-Isopropyl-2-chloro-2-methyl-3-butylimine,,38777
"N-Methyl-3,3-dimethyl-2-hydroxybutanoic acid amide",,426052
"N-Methyl-5-methylene-1,3-oxazolidin-2-one",,86475
N-Methyl-N-vinylbutanamide,,134378
N-tert-Butyl-N-difluoroamine,,120356
N-tert-Butyl-N-methylformamide,,23400
"N2-Methyl-N1-(4-methylbenzoyl)propane-1,2-diamine",,10201
Non-1-en-3-ol,,268067
O-Propenylcarbonyl-N-isopropylidene oxime,,1922709
O-Vinyl - Dimethylglyoxime,,150439
Octanoic acid,,1908704
"Osmium, [methyl 2-(1,1-dimethylethyl)-4,5-dihydroxy-3-oxazolidinecarboxylato...",,315395
"Oxazole, 2-phenyl-",,74389
"Oxetane, 3-(1-methylethyl)-",,55693
Oxocanone,,458879
"Pentane, 2-bromo-",,192432
"Pentane, 2-nitro-",,6045601
"Pentane, 3-bromo-",,12607
"Pentanedioic acid, diethyl ester",,48844
"Pentanoic acid, 2-fluoro-4-methyl-3-oxo-, ethyl ester",,8918
Phenacylidene diacetate,,2355961
"Phenol, 4-(1,1-dimethylpropyl)-",,76929
Phenylacetic acid,,517844
Phosphoramidous difluoride,,24473
"Phthalic acid, butyl hept-4-yl ester",,192637
"Phthalic acid, hept-4-yl isobutyl ester",,120216
"Propane, 2-methoxy-2-methyl-",,676719
Propanoic acid,,4865810
"Propanoic acid, 2-hydroxy-, propyl ester",,248419
"Propanoic acid, 2-methyl-, 3-phenylpropyl ester",,87633060
"Propanoic acid, anhydride",,39182
"Propiophenone, 2,2',4',6'-tetramethyl-",,178236
"Pyrazine, 2,5-dimethyl-",,4834929
"Pyrazine, 2,6-dimethyl-",,185028
"Pyrazine, methyl-",,756536
"Pyrazine, trimethyl-",,377903
Pyrazolidine,,15317
"Pyridine, 2,3,6-trimethyl-",,1774700
Quadricyclanone,,12741
"rel-(2R,5R,.alpha.S)-.alpha.-(1-Methylethyl)-5-methyltetrahydrofuran-2-methanol",,107067
